,Probe_ID,Sample_ID,Well 1,Well 2,Well 3,Well 4,Well 5,Well 6,Well 7,Well 8,Well 9,Well 10,Well 11,Well 12,Well 13,Well 14,Well 15,Well 16,Well 17,Well 18,Well 19,Well 20,Well 21
23,201,Sample17,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,86.09,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
22,202,Sample18,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,292.431,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
14,207,Sample23,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
10,209,Sample25,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
11,212,Sample28,70.785,92.438,109.0,98.792,74.11,121.601,56.06,74.309,88.361,114.271,98.423,120.326,46.5,46.5,66.835,82.29,97.3,110.757,107.55,122.514,43.5
25,301,Sample32,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
24,302,Sample33,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
12,312,Sample42,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
26,313,Sample43,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,463.917,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
15,314,Sample44,45.0,45.0,45.0,43.5,43.5,43.5,75.146,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
18,402,Sample47,45.0,45.0,45.0,43.5,43.5,43.5,116.59,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
17,404,Sample49,45.0,45.0,45.0,43.5,43.5,43.5,103.202,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
28,411,Sample56,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,65.035,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
27,413,Sample58,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
16,414,Sample59,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
19,502,Sample62,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
20,504,Sample64,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
29,511,Sample71,45.0,45.0,45.0,43.5,43.5,43.5,43.5,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
21,513,Sample73,45.0,45.0,45.0,43.5,43.5,43.5,90.458,48.0,48.0,48.0,48.0,46.5,46.5,46.5,45.0,45.0,45.0,43.5,43.5,43.5,43.5
